product_name,product_reference,product_type,product_category,description,price,currency,price_min,price_max,discount_price,tax_rate,short_description,features,brand,tags,keywords,stock_status,stock_quantity,weight,dimensions,colors,materials,availability,image_url,product_url,gallery_urls,video_url,status,language,visibility,created_at
Matelas Relax Zone,dm4101,Matelas,,"Le Matelas RELAX ZONE offre un sommeil optimal avec un tissu rafraîchissant en soie glacée et un coton sans colle pour une surface agréable. Sa mousse en forme de caisson et son éponge réduisent les points de pression, tandis que la mousse à mémoire de forme s’adapte aux contours du corps pour un soutien personnalisé. Les ressorts ensachés de 20 cm assurent indépendance de couchage et stabilité. Le tissu respirant 3D régule la température pour un confort durable. Idéal pour un sommeil réparateur, quel que soit la position.    GARANTIE 10 ANS. Le Matelas RELAX ZONE est destiné aux personnes recherchant un soutien optimal avec une fraîcheur constante durant la nuit. Il convient particulièrement aux dormeurs ayant des besoins de soutien dorsal spécifique ou souffrant de douleurs corporelles, grâce à sa mousse à mémoire de forme et son latex naturel. Ce modèle est également parfait pour les couples ou les personnes sensibles aux mouvements nocturnes, grâce à ses ressorts ensachés indépendants. Idéal pour ceux qui recherchent un sommeil réparateur et confortable, tout en bénéficiant d’une régulation thermique efficace, il est aussi un excellent choix pour les personnes soucieuses de maintenir une hygiène optimale grâce à sa conception respirante.",,EUR,,,,,Le matelas RELAX ZONE sommeil optimal propose mousse caisson et coton sans colle avec tissu 3D régulateur. Soutien dorsal spécifique pour toutes positions. Hygiène optimale et fraîcheur constante. 10 ans garantie.,1.09 775 L200 * l160 * H34 (cm)|1.24 868 L200 * l180 * H34 (cm),,,,,,,L200 * l160 * H34 (cm)|L200 * l180 * H34 (cm),,,,https://drmaxisliterie.re/assets/resources/products/7fc19942-fd71-42f7-84bc-b513074b699f.jpg,https://drmaxisliterie.re/produit/20/matelas-relax-zone,https://drmaxisliterie.re/assets/resources/products/ab431a91-0861-4ecc-a0a9-d65f61fa5de2.jpg|https://drmaxisliterie.re/assets/resources/products/5449314c-698e-478d-b414-ff783e4cf676.jpg|https://drmaxisliterie.re/assets/resources/products/7fc19942-fd71-42f7-84bc-b513074b699f.jpg|https://drmaxisliterie.re/assets/resources/products/6c3b9ee9-3e7a-44c5-ae36-5fcc9648287e.jpg,,active,fr,public,2025-06-09 11:40:14
Matelas Starry Night,dm3902,Matelas,,"Le Matelas STARRY NIGHT offre un confort exceptionnel grâce à sa mousse à mémoire de forme et ses ressorts ensachés indépendants. Sa mousse respirante et son éponge soulagent les points de pression, tandis que l’adaptation aux contours du corps offre un soutien personnalisé. Le tissu 3D respirant et le coton thermolié assurent une ventilation idéale pour une température optimale. Les renforts autour des bords garantissent stabilité et longévité. Ce matelas combine technologie et confort pour un sommeil réparateur.    GARANTIE 10 ANS. Le Matelas STARRY NIGHT est conçu pour ceux qui recherchent un confort sur mesure et un soutien optimal. Idéal pour les personnes souffrant de tensions musculaires ou de douleurs corporelles, il offre un soulagement de la pression tout en favorisant une bonne posture pendant la nuit grâce à sa mousse à mémoire de forme et ses ressorts ensachés indépendants. Ce matelas est également parfait pour les couples, en raison de ses ressorts ensachés qui minimisent les perturbations dues aux mouvements nocturnes. Son tissu respirant et sa capacité à réguler la température le rendent également adapté aux personnes ayant tendance à avoir chaud la nuit, garantissant ainsi un sommeil réparateur et agréable.",,EUR,,,,,Le matelas STARRY NIGHT confort sur mesure offre adaptation contours corps avec éponge soulagement et coton thermolié. Idéal tensions musculaires et bonne posture nocturne. Technologie avancée certifiée. 10 ans garantie.,1.06 775 L200 * l160 * H33 (cm)|1.19 868 L200 * l180 * H33 (cm)|1.32 961 L200 * l200 * H33 (cm),,,,,,,L200 * l160 * H33 (cm)|L200 * l180 * H33 (cm)|L200 * l200 * H33 (cm),,,,https://drmaxisliterie.re/assets/resources/products/64abf947-a3af-4553-909e-eaef1584ee8b.jpg,https://drmaxisliterie.re/produit/22/matelas-starry-night,https://drmaxisliterie.re/assets/resources/products/0c55cdd2-6487-40f5-838f-f676e2e05c9d.jpg|https://drmaxisliterie.re/assets/resources/products/4027147f-00a9-4f0a-ac1d-5c1667b7caf6.jpg|https://drmaxisliterie.re/assets/resources/products/fff56b93-aafb-4734-9625-23d97064b8d6.jpg|https://drmaxisliterie.re/assets/resources/products/64abf947-a3af-4553-909e-eaef1584ee8b.jpg|https://drmaxisliterie.re/assets/resources/products/387fe681-93b9-48cc-aad3-89a05c790aad.jpg,,active,fr,public,2025-06-09 11:48:13
Matelas Privilege,MP,Matelas,,"Le Matelas Privilège offre un confort supérieur grâce à son tissu jacquard personnalisé. Il soulage les points de pression et améliore la circulation sanguine, tout en offrant un soutien dorsal optimal grâce à sa mousse à mémoire de forme. Ses ressorts ensachés indépendants garantissent une indépendance de couchage et une stabilité accrue. Le tissu respirant 3D et le coton thermolié assurent une excellente ventilation, maintenant une température idéale toute la nuit. Ce matelas allie confort et technologie pour un sommeil réparateur.    GARANTIE 7 ANS. Le Matelas Privilège est idéal pour les personnes recherchant un confort de luxe avec un soutien dorsal exceptionnel. Grâce à sa mousse à mémoire de forme et son latex naturel, il est particulièrement adapté aux personnes souffrant de douleurs dorsales ou de tensions musculaires. Ce matelas convient également aux couples, grâce à ses ressorts ensachés indépendants qui réduisent les perturbations de sommeil dues aux mouvements nocturnes. Parfait pour ceux qui recherchent une solution haut de gamme alliant confort, soutien personnalisé et régulation thermique, il est idéal pour ceux qui souhaitent profiter d’une nuit de sommeil réparatrice dans un environnement confortable et sain.",,EUR,,,,,Le matelas PRIVILEGE 160x200 tissu jacquard personnalisé améliore circulation sanguine avec coton thermolié. Soutien dorsal exceptionnel pour environnement confortable sain. Idéal solution haut de gamme. 7 ans garantie.,L200 * l160 * H25 (cm),,,,,,,L200 * l160 * H25 (cm),,,,https://drmaxisliterie.re/assets/resources/products/7fc3d76a-6db0-4ec1-90e3-78cd57bc41a8.jpg,https://drmaxisliterie.re/produit/24/matelas-privilege,https://drmaxisliterie.re/assets/resources/products/7fc3d76a-6db0-4ec1-90e3-78cd57bc41a8.jpg|https://drmaxisliterie.re/assets/resources/blogs/2d66e04b-f135-4275-bb74-b3de477efa8a.jpg,,active,fr,public,2025-06-09 11:56:15
Matelas Elite Confort,dm4302,Matelas,,"Le Matelas ELITE CONFORT, motorisé et relevable à l'aide de sa télécommande combine luxe et soutien avec son tissu jacquard personnalisé et sa mousse à mémoire de forme Zero-Gravity de 2 cm, qui soulage les points de pression et améliore la circulation sanguine. Son éponge de 10 cm garantit un soutien ferme et durable. Le cadre en acier au carbone renforce la stabilité, tandis que le coton thermocollé et le tissu respirant assurent une circulation optimale de l'air. Ce matelas offre un confort exceptionnel et un environnement sain pour un sommeil réparateur.    GARANTIE 10 ANS. Le Matelas ELITE CONFORT est destiné aux personnes exigeantes en quête d'un confort ultime et d'une performance de qualité supérieure. Il est parfait pour ceux qui souffrent de tensions musculaires ou de points de pression grâce à son système de mousse à mémoire de forme qui épouse les contours du corps et soulage les zones sensibles. Ce matelas est idéal pour les personnes recherchant une fermeté constante et un excellent soutien tout au long de la nuit, notamment grâce à son éponge haute densité et son cadre en acier au carbone. Grâce à sa technologie respirante, il convient également à ceux qui privilégient un environnement de sommeil frais et hygiénique. Parfait pour les couples, son soutien indépendant réduit les perturbations dues aux mouvements nocturnes.",,EUR,,,,,"Le matelas ELITE CONFORT motorisé télécommande combine mousse Zero-Gravity 2cm et cadre acier carbone. Améliore circulation sanguine, éponge 10cm ferme. Matelas relevable pour confort ultime. 10 ans garantie.",0.80 890 L200 * l160 * H25 (cm)|0.90 990 L200 * l180 * H25 (cm),,,,,,,L200 * l160 * H25 (cm)|L200 * l180 * H25 (cm),,,,https://drmaxisliterie.re/assets/resources/products/4c607a1b-0b6b-4a76-9b19-2973aad14e74.jpg,https://drmaxisliterie.re/produit/25/matelas-elite-confort,https://drmaxisliterie.re/assets/resources/products/fef23f86-123d-4e3a-9105-eaa98f7a3225.jpg|https://drmaxisliterie.re/assets/resources/products/4c607a1b-0b6b-4a76-9b19-2973aad14e74.jpg|https://drmaxisliterie.re/assets/resources/products/6376cba6-3fa7-4f12-af76-a83a6ad23696.jpg|https://drmaxisliterie.re/assets/resources/products/9d0fa90d-710e-4e72-a021-5ff96cdff88c.jpg,,active,fr,public,2025-06-09 11:59:12
Lit Zen,mb3681zt,Lit,,"Le Lit Zen allie simplicité élégante et confort moderne pour sublimer votre espace de sommeil. Sa structure en panneaux de particules garnis de mousse assure une robustesse durable tout en offrant un toucher agréable. Revêtu d’un tissu en microfibre, il s’intègre harmonieusement dans tous les styles de chambres, ajoutant une touche de sobriété et de raffinement. Le sommier intégré garantit un soutien optimal pour votre matelas, favorisant un sommeil réparateur. Grâce à son design épuré et ses finitions de haute qualité, le Lit Zen est une invitation à la détente et au bien-être, idéal pour créer une ambiance apaisante dans votre espace nuit.",,EUR,,,,,Le lit ZEN mobilier bien-être allie design épuré et tissu microfibre. Structure panneaux particules mousse avec sommier intégré pour ambiance apaisante. Finitions haute qualité créent espace nuit harmonieux et détente.,0.14 L199 * l146 * H106 (cm)|0.16 L209 * l166 * H106 (cm)|0.17 L209 * l186 * H106 (cm),,,,,,,L199 * l146 * H106 (cm)|L209 * l166 * H106 (cm)|L209 * l186 * H106 (cm),beige|gris claire,,,https://drmaxisliterie.re/assets/resources/products/67367dcd-bec0-4c3e-93ac-0d077abdf74b.png,https://drmaxisliterie.re/produit/37/lit-zen,https://drmaxisliterie.re/assets/resources/products/0f174063-9787-43d5-aac8-33343dde6a53.jpg|https://drmaxisliterie.re/assets/resources/products/3c1a711a-ad7a-469a-8f93-9c1b5f8d69e9.jpg|https://drmaxisliterie.re/assets/resources/products/35a5432e-b18a-4393-8f42-9bb45673d547.png|https://drmaxisliterie.re/assets/resources/products/afd4cb21-b209-4022-af86-6d4521d9bda1.jpg|https://drmaxisliterie.re/assets/resources/products/64d427cc-8f62-4d6c-a1d5-17136103ee1c.jpg|https://drmaxisliterie.re/assets/resources/products/67367dcd-bec0-4c3e-93ac-0d077abdf74b.png|https://drmaxisliterie.re/assets/resources/products/5343d658-eae8-45ab-b8c2-3bc756043a1c.jpg,,active,fr,public,2025-06-09 12:07:08
Lit Prestige,mp3615zt,Lit,,"Le Lit Prestige est la parfaite alliance entre sophistication et robustesse, conçu pour ceux qui recherchent un mobilier à la fois élégant et fonctionnel. Sa structure en panneaux de particules garnis de mousse offre un confort doux et une solidité durable, tandis que son revêtement en microfibre apporte une touche de raffinement et de modernité. Le sommier intégré assure un soutien optimal, et le piètement en métal noir, au design épuré, confère au lit une allure contemporaine et intemporelle. Avec le Lit Prestige, transformez votre chambre en un espace de repos élégant et chaleureux, où confort et style se rencontrent parfaitement.",,EUR,,,,,Le lit PRESTIGE mobilier élégant combine structure panneaux mousse et revêtement microfibre avec piètement métal noir. Design contemporain intemporel pour chambre raffinée. Sophistication et robustesse garanties. Soutien optimal intégré.,0.85 L223 * l200 * H126 (cm)|0.92 L223 * l220 * H126 (cm),,,,,,,L223 * l200 * H126 (cm)|L223 * l220 * H126 (cm),beige|gris,,,https://drmaxisliterie.re/assets/resources/products/7fb697ad-fb6b-432b-a092-4d96ef991feb.png,https://drmaxisliterie.re/produit/38/lit-prestige,https://drmaxisliterie.re/assets/resources/products/b410cc58-7207-4062-a0bf-337014c5f589.jpg|https://drmaxisliterie.re/assets/resources/products/7fb697ad-fb6b-432b-a092-4d96ef991feb.png|https://drmaxisliterie.re/assets/resources/products/deacd5e8-ff54-4266-b067-7b09b1a07167.png|https://drmaxisliterie.re/assets/resources/products/ecafcf6f-bc82-408c-b6a4-020d56598d7f.jpg|https://drmaxisliterie.re/assets/resources/products/46235c98-8b2b-49f8-9793-2586959f765a.jpg|https://drmaxisliterie.re/assets/resources/products/ea82283a-d9fd-45ed-8126-d78e9c8a9f64.jpg|https://drmaxisliterie.re/assets/resources/products/5eda875a-1459-4a19-b486-441cfbe34962.jpg,,active,fr,public,2025-06-09 12:17:19
Lit Confort,mb3610zt,Lit,,"Le Lit Confort incarne l’équilibre parfait entre détente et style contemporain. Sa structure en panneaux de particules garnis de mousse assure une solidité et un confort durable, tout en étant enveloppée d'un tissu microfibre bleu clair, apportant une touche de douceur et de fraîcheur à votre chambre. Le sommier intégré assure un soutien optimal pour un sommeil réparateur. Avec ses lignes simples et son revêtement moderne, le Lit Confort crée un environnement serein et agréable, où il fait bon se reposer. Une pièce idéale pour ceux qui souhaitent allier esthétique et bien-être au quotidien.",,EUR,,,,,Le lit CONFORT BLEU style contemporain combine structure panneau mousse et tissu microfibre bleu. Sommier intégré pour soutien optimal. Mobilier chambre environnement serein alliant esthétique et bien-être quotidien.,0.72 L222 * l175 * H130 (cm)|0.77 L222 * l195 * H130 (cm)|0.81 L222 * l215 * H130 (cm),,,,,,,L222 * l175 * H130 (cm)|L222 * l195 * H130 (cm)|L222 * l215 * H130 (cm),bleu,,,https://drmaxisliterie.re/assets/resources/products/9e8c0504-9c52-4951-ace0-a95509b8d271.png,https://drmaxisliterie.re/produit/39/lit-confort,https://drmaxisliterie.re/assets/resources/products/73c461dd-766f-471f-ac0b-cb3bf8d440c4.jpg|https://drmaxisliterie.re/assets/resources/products/b9b04685-c556-45f4-be36-4f58206ad324.jpg|https://drmaxisliterie.re/assets/resources/products/9e8c0504-9c52-4951-ace0-a95509b8d271.png|https://drmaxisliterie.re/assets/resources/products/e2fb27fa-f440-47cf-a3d5-0d6a61692a96.jpg|https://drmaxisliterie.re/assets/resources/products/270fbce1-ed3f-4069-a598-e1bbb34a47f0.png|https://drmaxisliterie.re/assets/resources/products/11c72268-8943-471d-9c13-d7c2ff6957c4.jpg|https://drmaxisliterie.re/assets/resources/products/265f6be1-2819-4b64-8c96-93fea4fef4c7.jpg|https://drmaxisliterie.re/assets/resources/products/5c8db53a-8bf3-4bea-a985-1e39214d26ed.jpg,,active,fr,public,2025-06-09 12:22:26
Lit Florence,flor,Lit,,"Le Lit Florence séduit par son design raffiné et son confort inégalé. Sa structure en panneaux de particules garnis de mousse offre une base solide et agréable, tandis que le revêtement en tissu velours côtelé épais blanc lui confère une touche de luxe et de douceur. Ce choix de tissu apporte une texture riche qui sublime le style de la chambre et crée une ambiance chaleureuse et accueillante. Le sommier intégré garantit un soutien optimal, alliant esthétique et praticité. Avec le Lit Florence, chaque nuit se transforme en une expérience de confort absolu, tout en apportant une note d’élégance discrète à votre espace.",,EUR,,,,,Le lit FLORENCE design raffiné combine tissu velours côtelé blanc et sommier intégré pour un confort absolu. Structure solide avec texture riche créant une ambiance chaleureuse et élégance discrète dans votre chambre.,0.44|0.47|0.49,,,,,,,,blanc|gris,,,https://drmaxisliterie.re/assets/resources/products/298af2c6-4b9c-49d8-b1ee-a25bff561841.png,https://drmaxisliterie.re/produit/40/lit-florence,https://drmaxisliterie.re/assets/resources/products/298af2c6-4b9c-49d8-b1ee-a25bff561841.png|https://drmaxisliterie.re/assets/resources/products/4b4d192d-e6d1-4a93-be49-590d016baaca.jpg,,active,fr,public,2025-06-09 12:25:41
Lit Lodes,lod,Lit,,"Le Lit Lodes combine simplicité et sophistication pour offrir un confort exceptionnel dans un design moderne. Sa structure en panneaux de particules garnis de mousse assure une solidité durable et un soutien agréable, tandis que son revêtement en microfibre gris apporte une touche de sobriété et de raffinement. Le tissu, doux au toucher, s’harmonise parfaitement avec tout type de décoration intérieure, ajoutant une note contemporaine à votre chambre. Le sommier intégré assure un soutien optimal pour un sommeil réparateur. Le Lit Lodes est l’alliance idéale entre confort et style minimaliste, pour créer un espace de repos à la fois élégant et pratique.",,EUR,,,,,Le lit LODES mobilier chambre combine design moderne et revêtement microfibre gris. Panneaux mousse durables avec sommier intégré pour style minimaliste. Décoration intérieure contemporaine élégante et pratique.,0.55|0.59,,,,,,,,gris|ivoire,,,https://drmaxisliterie.re/assets/resources/products/1a6a9d6c-6c82-4cab-97a0-752f7cede126.png,https://drmaxisliterie.re/produit/41/lit-lodes,https://drmaxisliterie.re/assets/resources/products/1a6a9d6c-6c82-4cab-97a0-752f7cede126.png|https://drmaxisliterie.re/assets/resources/products/52770975-8e5d-412a-9ffc-b650571e2634.jpg,,active,fr,public,2025-06-09 12:29:58
Sommier Confort,somc,sommier,,"Le Sommier Confort Tapissier est conçu pour offrir un soutien optimal et un confort supérieur. Sa structure en bois massif assure une solidité à toute épreuve, garantissant une durabilité et une stabilité exceptionnelles. Avec une épaisseur de 15 cm, ce sommier est équipé de lattes rigides, qui apportent un soutien ferme et uniforme à votre matelas, améliorant ainsi la qualité de votre sommeil. Recouvert de tissu de haute qualité, il s’intègre harmonieusement dans n'importe quel décor. Les pieds en bois ajoutent une touche élégante et moderne, complétant ainsi le design raffiné de ce sommier. Un choix idéal pour ceux qui recherchent confort, résistance et esthétique.",,EUR,,,,,"Le Sommier Confort Gris Dr. Maxis Literie offre soutien optimal et durabilité. Avec sa structure bois massif et lattes rigides, il garantit un sommeil réparateur et s'intègre élégamment à votre décor.",,,,,,,,,gris,,,https://drmaxisliterie.re/assets/resources/products/6723eeb4-127f-483c-8a21-c5b4fd15b12a.jpg,https://drmaxisliterie.re/produit/43/sommier-confort,https://drmaxisliterie.re/assets/resources/products/6723eeb4-127f-483c-8a21-c5b4fd15b12a.jpg,,active,fr,public,2025-06-09 13:41:43
Lit Horizon,8828,Lit,,"Le Lit Horizon évoque modernité et style avec une touche de confort incomparable. Sa structure en panneaux de particules garnis de mousse offre une combinaison parfaite de solidité et de douceur. Revêtu d’un tissu PU, il séduit par son aspect contemporain et facile d’entretien, idéal pour un intérieur chic et fonctionnel. Le sommier intégré repose sur un piètement en métal robuste, apportant une note industrielle subtile tout en garantissant une excellente stabilité. Avec son design épuré et ses finitions impeccables, le Lit Horizon s’impose comme le choix parfait pour transformer votre chambre en un espace moderne et apaisant.",,EUR,,,,,"Le Lit Horizon de Dr Maxis Literie La Réunion allie modernité et confort. Sa structure robuste et son design épuré, avec revêtement PU, créent une chambre apaisante et fonctionnelle.",0.8 L225 * l180 * H112 (cm)|0.80 L225 * l180 * H112 (cm)|0.90 L225 * l200 * H112 (cm)|L225 * l180 * H112 (cm)|L225 * l200 * H112 (cm),,,,,,,L225 * l180 * H112 (cm)|L225 * l200 * H112 (cm),bleu marine|gris claire|maron,,,https://drmaxisliterie.re/assets/resources/products/2be690f9-7888-48cd-a010-ae9c6c16443d.png,https://drmaxisliterie.re/produit/48/lit-horizon,https://drmaxisliterie.re/assets/resources/products/4a1cfdba-1c4e-4310-b205-a50858c90fdd.jpg|https://drmaxisliterie.re/assets/resources/products/2be690f9-7888-48cd-a010-ae9c6c16443d.png,,active,fr,public,2025-06-09 13:51:34
Sommier Coffre Maxine,scm,sommier,,"Découvrez le Sommier Coffre Maxine Gris Anthracite, une solution innovation de chez Dr Maxis Literie, votre spécialiste du sommeil à La Réunion. Ce sommier coffre n'est pas qu'une simple base de lit ; c'est un investissement intelligent pour optimiser votre espace de vie tout en garantissant un soutien optimal à votre matelas Dr Maxis Literie.  Son design moderne et épuré, rehaussé par son élégant revêtement en tissu Gris Anthracite, s'intègre parfaitement à toutes les décorations intérieures, apportant une touche de confort luxueux accessible. Le système d'ouverture pratique par relevage offre un accès aisé à un vaste espace de rangement dissimulé, idéal pour vos draps, couettes ou effets personnels. C'est la solution parfaite pour un intérieur organisé et une chambre à coucher sereine.  Conçu avec des matériaux de pointe et des techniques de fabrication avancées, le Sommier Coffre Maxine assure une durabilité exceptionnelle et contribue activement à une expérience sommeil exceptionnelle. Il offre une base solide et stable, essentielle pour un sommeil réparateur et un réveil revitalisé.",,EUR,,,,,Le Sommier Coffre Maxine Gris Anthracite de Dr Maxis Literie à La Réunion offre un rangement intelligent et un confort supérieur. Son design élégant optimise votre espace pour un sommeil réparateur exceptionnel.,,,,,,,,,gris anthracite,,,https://drmaxisliterie.re/assets/resources/products/055b4866-d1ce-4612-85a7-eb3eba561a26.jpg,https://drmaxisliterie.re/produit/802/sommier-coffre-maxine,https://drmaxisliterie.re/assets/resources/products/055b4866-d1ce-4612-85a7-eb3eba561a26.jpg,,active,fr,public,2025-06-09 14:05:37
Lit Coffre Maxine,vlicomax,Lit,,"Le Lit Coffre Maxine combine élégance et fonctionnalité avec sa structure en panneaux de particules revêtue d’un tissu gris foncé, apportant une touche contemporaine et sophistiquée à votre espace nuit. Doté d’un coffre généreux de 50 cm de hauteur, il offre une capacité de rangement optimale pour vos besoins quotidiens. Le plateau supérieur, en une seule pièce sur les deux déclinaisons, est équipé d’un système d’ouverture pratique grâce à deux vérins intégrés dans la structure. Le fond, réalisé en MDF de 6 mm d'épaisseur, est renforcé par une barre en bois pour une durabilité accrue. Le piètement en bois complète cet ensemble avec une esthétique chaleureuse et naturelle.",,EUR,,,,,Le Lit Coffre Maxine de Dr Maxis Literie combine élégance et rangement grâce à son coffre de 50 cm. Son design contemporain gris anthracite et sa structure robuste garantissent un sommeil stylé et organisé à La Réunion.,,,,,,,,,gris anthracite,,,https://drmaxisliterie.re/assets/resources/products/ecbba1b0-c20f-4f8e-a358-7589d0d5a0e7.jpg,https://drmaxisliterie.re/produit/811/lit-coffre-maxine,https://drmaxisliterie.re/assets/resources/products/ecbba1b0-c20f-4f8e-a358-7589d0d5a0e7.jpg,,active,fr,public,2025-06-09 14:09:03
Matelas Hotel 5,mh,Matelas,,"Le Matelas Hotel 5 ***** incarne l'excellence du sommeil haut de gamme, pensé pour offrir une expérience digne des plus grands établissements hôteliers. Recouvert d’un tissu Tencel luxueux et respirant, il combine plusieurs couches de confort avancées : mousse à mémoire de forme infusée de gel, latex naturel, ressorts nano encapsulés, et mousse PU haute densité. Son cœur repose sur un système de ressorts ensachés 7 zones de 20 cm, assurant un soutien ergonomique et une indépendance de couchage exceptionnelle. L'ensemble est enveloppé dans un élégant tissu en velours, pour une finition raffinée et durable.    GARANTIE 7 ANS. Le Matelas Hotel 5 ***** s’adresse aux professionnels de l’hôtellerie de luxe ainsi qu’aux particuliers recherchant un confort exclusif et une qualité irréprochable. Idéal pour les établissements 4 et 5 étoiles soucieux de garantir un sommeil parfait à leurs clients, il convient également aux amateurs de literie premium souhaitant recréer chez eux l’expérience unique des grandes chaînes hôtelières. C’est le choix des connaisseurs qui ne font aucun compromis sur le soutien, la ventilation et la durabilité.",,EUR,,,,,"Le Matelas Hôtel 5 étoiles de Dr Maxis Literie La Réunion offre un sommeil haut de gamme. Composé de mousse mémoire, latex et ressorts ensachés, il assure confort, soutien optimal et ventilation. Idéal pour un sommeil réparateur de luxe.",,,,,,,,,,,,https://drmaxisliterie.re/assets/resources/products/21a4358e-a744-49e0-bc77-f499985b0a2d.jpg,https://drmaxisliterie.re/produit/864/matelas-hotel-5,https://drmaxisliterie.re/assets/resources/products/b6427fff-3f2b-4b7d-909e-d5e7479d3b12.jpg|https://drmaxisliterie.re/assets/resources/products/21a4358e-a744-49e0-bc77-f499985b0a2d.jpg|https://drmaxisliterie.re/assets/resources/products/e96ffddd-96be-4594-b5d2-0a590380170c.jpg|https://drmaxisliterie.re/assets/resources/products/f218cee3-1f6d-4bf2-9bc3-f5e2d9f63df8.jpg|https://drmaxisliterie.re/assets/resources/products/6016b8e2-be73-4377-aa4e-609294044191.jpg,,active,fr,public,2025-06-09 14:14:26
Matelas NEW LODGE,MNL,Matelas,,"Le Matelas LODGE offre un confort optimal grâce à sa mousse à mémoire de forme aérée et sa mousse convolutée épaisse, réduisant les points de pression. Ses ressorts ensachés et son encadrement en mousse assurent stabilité et ventilation, maintenant une température idéale. Ce matelas garantit une relaxation maximale, même dans des environnements froids, grâce à la souplesse de la mousse. Il résiste à l'humidité, assurant une hygiène parfaite. Idéal pour un sommeil réparateur, il combine confort et performance.    GARANTIE 7 ANS. Le Matelas LODGE est parfait pour les personnes recherchant un confort haut de gamme avec un soutien sur mesure et une ventilation optimale. Idéal pour ceux qui ont des problèmes de chaleur pendant la nuit, il est également adapté aux environnements frais grâce à sa capacité à conserver la souplesse et la chaleur. Ce matelas est un choix parfait pour les consommateurs soucieux de l'environnement, cherchant un produit durable, confortable et respectueux des ressources naturelles. Un excellent choix pour les dormeurs sensibles à la chaleur et à l'humidité, tout en offrant une expérience de sommeil luxueuse.",,EUR,,,,,"Le Matelas LODGE offre un confort optimal grâce à sa mousse à mémoire de forme aérée et sa mousse convolutée épaisse, réduisant les points de pression. Ses ressorts ensachés et son encadrement en mousse assurent stabilité et ventilation, maintenant une température idéale. Ce matelas garantit une relaxation maximale, même dans des environnements froids, grâce à la souplesse de la mousse. Il résiste à l'humidité, assurant une hygiène parfaite. Idéal pour un sommeil réparateur, il combine confort et performance.",,,,"matelas Lodge, matelas mémoire de forme, matelas ressorts ensachés, matelas ventilé, matelas anti-humidité, matelas haut de gamme Réunion, literie confort Réunion, matelas écologique, matelas durable, matelas pour environnement frais, matelas pour dormeur sensible à la chaleur, literie de qualité Réunion, matelas confortable et respirant",,,,,,,,https://drmaxisliterie.re/assets/resources/products/16bb8bf0-63a7-48db-81cb-6f7bba8a03d0.jpg,https://drmaxisliterie.re/produit/875/matelas-new-lodge,https://drmaxisliterie.re/assets/resources/products/16bb8bf0-63a7-48db-81cb-6f7bba8a03d0.jpg,,active,fr,public,2025-07-29 16:05:27
Matelas NEW ROYAL 4 ETOILES,MNR4E,Matelas,,"Le Matelas ROYAL 4 Étoiles offre un confort optimal grâce à sa mousse à mémoire de forme avec gel et ses micro-ressorts ensachés. Sa fibre Eco Confort régule la température pour une sensation de fraîcheur. L'encadrement en mousse et les couches épaisses soulignent son soutien précis. Le tissu en coton traité et la mousse Dacron apportent douceur et confort. Un matelas conçu pour un sommeil réparateur de qualité supérieure.    GARANTIE 10 ANS. Le Matelas ROYAL 4 Étoiles est conçu pour les personnes à la recherche d’un confort haut de gamme avec un soutien personnalisé et une qualité de sommeil optimale. Il est idéal pour les couples, les personnes ayant des besoins spécifiques en matière de soutien (comme les douleurs dorsales ou cervicales), ou encore pour ceux qui souhaitent investir dans un matelas durable et performant. Ce matelas offre un équilibre parfait entre confort, soutien et régulation thermique, parfait pour ceux qui apprécient un sommeil profond et réparateur.",,EUR,,,,,Le Matelas ROYAL 4 Étoiles offre un confort optimal grâce à sa mousse à mémoire de forme avec gel et ses micro-ressorts ensachés. Sa fibre Eco Confort régule la température pour une sensation de fraîcheur. L'encadrement en mousse et les couches épaisses soulignent son soutien précis. Le tissu en coton traité et la mousse Dacron apportent douceur et confort. Un matelas conçu pour un sommeil réparateur de qualité supérieure.,,,,"matelas Royal 4 Étoiles, matelas mémoire de forme avec gel, matelas micro-ressorts ensachés, matelas haut de gamme Réunion, matelas pour douleurs dorsales, matelas pour douleurs cervicales, matelas pour couple, matelas régulation thermique, matelas confort supérieur, matelas durable et performant, matelas sommeil profond, literie luxe Réunion",,,,,,,,https://drmaxisliterie.re/assets/resources/products/aa3bd9e6-f86b-45ee-974d-1c71747e7973.jpg,https://drmaxisliterie.re/produit/876/matelas-new-royal-4-etoiles,https://drmaxisliterie.re/assets/resources/products/aa3bd9e6-f86b-45ee-974d-1c71747e7973.jpg,,active,fr,public,2025-07-29 16:20:05
